Nama Lokasi,Tipe Lokasi,Merk HP,Minat Digital,CTR,Durasi Akses (Menit/Minggu),Skor CTR,Skor Durasi Akses (Menit/Minggu),Skor Minat Digital,Level Respons CTR,Level Durasi Akses,Level Minat Digital,Usia,Sesi Login,Segmentasi Pengguna
Kopi Kenangan Senayan,Cafe,Vivo,Entertainment & Streaming,4.4,260,29.33333333333333,43.333333333333336,36.3,Rendah,Sedang,Rendah,28,Pagi,The Passerby
Plaza Indonesia,Mall,Apple,Entertainment & Streaming,8.3,405,55.333333333333336,67.5,61.4,Sedang,Sedang,Sedang,20,Pagi,The Passerby
Plaza Indonesia,Mall,Oppo,Entertainment & Streaming,2.5,420,16.666666666666664,70.0,43.3,Rendah,Sedang,Sedang,23,Sore,The Passerby
Starbucks Kemang,Cafe,Apple,Travel & Leisure,14.9,120,99.33333333333334,20.0,59.7,Tinggi,Rendah,Sedang,31,Malam,The Impulse Clicker
Stasiun Sudirman,Transportasi,Samsung,F&B & Culinary Lifestyle,6.2,296,41.333333333333336,49.333333333333336,45.3,Sedang,Sedang,Sedang,44,Malam,The Passerby
Kopi Kenangan Senayan,Cafe,Vivo,Entertainment & Streaming,5.6,554,37.33333333333333,92.33333333333331,64.8,Rendah,Tinggi,Sedang,40,Malam,The Camper
Perpustakaan Nasional,Fasilitas Umum,Oppo,F&B & Culinary Lifestyle,0.3,341,2.0,56.833333333333336,29.4,Rendah,Sedang,Rendah,29,Malam,The Passerby
Stasiun Sudirman,Transportasi,Oppo,F&B & Culinary Lifestyle,1.6,158,10.666666666666668,26.33333333333333,18.5,Rendah,Rendah,Rendah,20,Pagi,The Passerby
Stasiun Sudirman,Transportasi,Vivo,E-Book & Digital Education,12.2,333,81.33333333333333,55.50000000000001,68.4,Tinggi,Sedang,Sedang,27,Malam,The Impulse Clicker
Perpustakaan Nasional,Fasilitas Umum,Vivo,F&B & Culinary Lifestyle,14.9,291,99.33333333333334,48.5,73.9,Tinggi,Sedang,Tinggi,32,Malam,The Impulse Clicker
Plaza Indonesia,Mall,Samsung,F&B & Culinary Lifestyle,6.1,446,40.66666666666666,74.33333333333333,57.5,Sedang,Tinggi,Sedang,44,Malam,The Camper
Stasiun Sudirman,Transportasi,Apple,F&B & Culinary Lifestyle,7.5,504,50.0,84.0,67.0,Sedang,Tinggi,Sedang,46,Sore,The Camper
Plaza Indonesia,Mall,Vivo,F&B & Culinary Lifestyle,3.4,546,22.666666666666664,91.0,56.8,Rendah,Tinggi,Sedang,18,Malam,The Camper
Plaza Indonesia,Mall,Xiaomi,Travel & Leisure,8.5,93,56.66666666666666,15.5,36.1,Sedang,Rendah,Rendah,25,Malam,The Passerby
Starbucks Kemang,Cafe,Apple,Entertainment & Streaming,13.9,366,92.66666666666666,61.0,76.8,Tinggi,Sedang,Tinggi,28,Pagi,The Impulse Clicker
Starbucks Kemang,Cafe,Oppo,Travel & Leisure,5.0,203,33.33333333333333,33.83333333333333,33.6,Rendah,Rendah,Rendah,20,Malam,The Passerby
Kopi Kenangan Senayan,Cafe,Samsung,Entertainment & Streaming,3.5,137,23.33333333333333,22.83333333333333,23.1,Rendah,Rendah,Rendah,45,Sore,The Passerby
Plaza Indonesia,Mall,Oppo,E-Book & Digital Education,0.4,339,2.666666666666667,56.49999999999999,29.6,Rendah,Sedang,Rendah,27,Malam,The Passerby
Perpustakaan Nasional,Fasilitas Umum,Oppo,Entertainment & Streaming,2.8,449,18.666666666666664,74.83333333333333,46.8,Rendah,Tinggi,Sedang,29,Sore,The Camper
Kopi Kenangan Senayan,Cafe,Samsung,F&B & Culinary Lifestyle,4.0,449,26.666666666666668,74.83333333333333,50.8,Rendah,Tinggi,Sedang,39,Malam,The Camper
Starbucks Kemang,Cafe,Samsung,F&B & Culinary Lifestyle,0.1,375,0.6666666666666667,62.5,31.6,Rendah,Sedang,Rendah,35,Malam,The Passerby
Perpustakaan Nasional,Fasilitas Umum,Apple,F&B & Culinary Lifestyle,2.8,519,18.666666666666664,86.5,52.6,Rendah,Tinggi,Sedang,43,Pagi,The Camper
Stasiun Sudirman,Transportasi,Samsung,F&B & Culinary Lifestyle,5.3,155,35.333333333333336,25.833333333333336,30.6,Rendah,Rendah,Rendah,43,Sore,The Passerby
Stasiun Sudirman,Transportasi,Oppo,F&B & Culinary Lifestyle,4.4,457,29.33333333333333,76.16666666666667,52.8,Rendah,Tinggi,Sedang,19,Malam,The Camper
Kopi Kenangan Senayan,Cafe,Apple,Travel & Leisure,7.8,449,52.0,74.83333333333333,63.4,Sedang,Tinggi,Sedang,18,Malam,The Camper
Starbucks Kemang,Cafe,Oppo,F&B & Culinary Lifestyle,0.9,505,6.000000000000001,84.16666666666667,45.1,Rendah,Tinggi,Sedang,38,Malam,The Camper
Plaza Indonesia,Mall,Samsung,E-Book & Digital Education,3.8,312,25.33333333333333,52.0,38.7,Rendah,Sedang,Rendah,21,Siang,The Passerby
Perpustakaan Nasional,Fasilitas Umum,Samsung,F&B & Culinary Lifestyle,4.6,465,30.666666666666664,77.5,54.1,Rendah,Tinggi,Sedang,32,Malam,The Camper
Plaza Indonesia,Mall,Xiaomi,Entertainment & Streaming,5.0,199,33.33333333333333,33.166666666666664,33.2,Rendah,Rendah,Rendah,19,Malam,The Passerby
Plaza Indonesia,Mall,Oppo,E-Book & Digital Education,2.7,467,18.000000000000004,77.83333333333333,47.9,Rendah,Tinggi,Sedang,40,Pagi,The Camper
Plaza Indonesia,Mall,Oppo,Travel & Leisure,11.7,393,77.99999999999999,65.5,71.8,Tinggi,Sedang,Tinggi,26,Pagi,The Impulse Clicker
Perpustakaan Nasional,Fasilitas Umum,Xiaomi,F&B & Culinary Lifestyle,14.0,264,93.33333333333331,44.0,68.7,Tinggi,Sedang,Sedang,34,Pagi,The Impulse Clicker
Stasiun Sudirman,Transportasi,Vivo,F&B & Culinary Lifestyle,14.3,532,95.33333333333334,88.66666666666667,92.0,Tinggi,Tinggi,Tinggi,22,Sore,The Digital Star
Starbucks Kemang,Cafe,Samsung,Entertainment & Streaming,10.1,202,67.33333333333333,33.666666666666664,50.5,Sedang,Rendah,Sedang,20,Siang,The Passerby
Plaza Indonesia,Mall,Oppo,Entertainment & Streaming,1.1,550,7.333333333333333,91.66666666666666,49.5,Rendah,Tinggi,Sedang,42,Pagi,The Camper
Stasiun Sudirman,Transportasi,Oppo,Travel & Leisure,0.6,428,4.0,71.33333333333334,37.7,Rendah,Tinggi,Rendah,19,Siang,The Camper
Stasiun Sudirman,Transportasi,Samsung,F&B & Culinary Lifestyle,9.9,423,66.0,70.5,68.2,Sedang,Tinggi,Sedang,44,Malam,The Camper
Starbucks Kemang,Cafe,Oppo,E-Book & Digital Education,14.5,500,96.66666666666669,83.33333333333334,90.0,Tinggi,Tinggi,Tinggi,28,Malam,The Digital Star
Kopi Kenangan Senayan,Cafe,Vivo,Travel & Leisure,8.4,286,56.00000000000001,47.66666666666667,51.8,Sedang,Sedang,Sedang,39,Malam,The Passerby
Perpustakaan Nasional,Fasilitas Umum,Vivo,Travel & Leisure,2.3,85,15.333333333333332,14.166666666666666,14.8,Rendah,Rendah,Rendah,22,Pagi,The Passerby
Perpustakaan Nasional,Fasilitas Umum,Samsung,F&B & Culinary Lifestyle,5.2,411,34.66666666666667,68.5,51.6,Rendah,Sedang,Sedang,44,Malam,The Passerby
Perpustakaan Nasional,Fasilitas Umum,Oppo,F&B & Culinary Lifestyle,6.6,523,44.0,87.16666666666667,65.6,Sedang,Tinggi,Sedang,35,Pagi,The Camper
Plaza Indonesia,Mall,Samsung,F&B & Culinary Lifestyle,12.7,171,84.66666666666666,28.5,56.6,Tinggi,Rendah,Sedang,21,Malam,The Impulse Clicker
Starbucks Kemang,Cafe,Vivo,F&B & Culinary Lifestyle,5.0,496,33.33333333333333,82.66666666666667,58.0,Rendah,Tinggi,Sedang,41,Malam,The Camper
Perpustakaan Nasional,Fasilitas Umum,Apple,F&B & Culinary Lifestyle,9.6,502,64.0,83.66666666666667,73.8,Sedang,Tinggi,Tinggi,26,Pagi,The Camper
Perpustakaan Nasional,Fasilitas Umum,Apple,Entertainment & Streaming,8.9,458,59.333333333333336,76.33333333333333,67.8,Sedang,Tinggi,Sedang,18,Malam,The Camper
Kopi Kenangan Senayan,Cafe,Samsung,Travel & Leisure,1.5,251,10.0,41.833333333333336,25.9,Rendah,Sedang,Rendah,38,Malam,The Passerby
Plaza Indonesia,Mall,Xiaomi,Entertainment & Streaming,7.9,380,52.66666666666667,63.33333333333333,58.0,Sedang,Sedang,Sedang,43,Pagi,The Passerby
Stasiun Sudirman,Transportasi,Samsung,E-Book & Digital Education,5.3,528,35.333333333333336,88.0,61.7,Rendah,Tinggi,Sedang,28,Siang,The Camper
Stasiun Sudirman,Transportasi,Xiaomi,Travel & Leisure,8.9,197,59.333333333333336,32.83333333333333,46.1,Sedang,Rendah,Sedang,24,Pagi,The Passerby
Plaza Indonesia,Mall,Apple,E-Book & Digital Education,10.4,583,69.33333333333334,97.16666666666669,83.2,Sedang,Tinggi,Tinggi,43,Malam,The Camper
Perpustakaan Nasional,Fasilitas Umum,Oppo,Entertainment & Streaming,2.8,237,18.666666666666664,39.5,29.1,Rendah,Rendah,Rendah,28,Siang,The Passerby
Stasiun Sudirman,Transportasi,Apple,E-Book & Digital Education,12.6,114,84.0,19.0,51.5,Tinggi,Rendah,Sedang,42,Pagi,The Impulse Clicker
Plaza Indonesia,Mall,Oppo,Travel & Leisure,7.6,566,50.66666666666666,94.33333333333334,72.5,Sedang,Tinggi,Tinggi,40,Malam,The Camper
Perpustakaan Nasional,Fasilitas Umum,Oppo,Entertainment & Streaming,2.5,91,16.666666666666664,15.166666666666668,15.9,Rendah,Rendah,Rendah,24,Malam,The Passerby
Starbucks Kemang,Cafe,Vivo,E-Book & Digital Education,2.5,528,16.666666666666664,88.0,52.3,Rendah,Tinggi,Sedang,39,Pagi,The Camper
Stasiun Sudirman,Transportasi,Vivo,Travel & Leisure,1.7,176,11.333333333333332,29.33333333333333,20.3,Rendah,Rendah,Rendah,31,Malam,The Passerby
Plaza Indonesia,Mall,Samsung,Entertainment & Streaming,8.2,495,54.66666666666666,82.5,68.6,Sedang,Tinggi,Sedang,29,Sore,The Camper
Kopi Kenangan Senayan,Cafe,Apple,E-Book & Digital Education,13.1,93,87.33333333333333,15.5,51.4,Tinggi,Rendah,Sedang,22,Malam,The Impulse Clicker
Perpustakaan Nasional,Fasilitas Umum,Samsung,Entertainment & Streaming,13.0,180,86.66666666666667,30.0,58.3,Tinggi,Rendah,Sedang,20,Pagi,The Impulse Clicker
Starbucks Kemang,Cafe,Xiaomi,Travel & Leisure,9.5,229,63.33333333333333,38.16666666666666,50.8,Sedang,Rendah,Sedang,28,Pagi,The Passerby
Stasiun Sudirman,Transportasi,Apple,F&B & Culinary Lifestyle,8.6,347,57.333333333333336,57.833333333333336,57.6,Sedang,Sedang,Sedang,20,Malam,The Passerby
Stasiun Sudirman,Transportasi,Xiaomi,E-Book & Digital Education,8.6,586,57.333333333333336,97.66666666666669,77.5,Sedang,Tinggi,Tinggi,24,Sore,The Camper
Kopi Kenangan Senayan,Cafe,Samsung,E-Book & Digital Education,13.0,189,86.66666666666667,31.5,59.1,Tinggi,Rendah,Sedang,33,Malam,The Impulse Clicker
Starbucks Kemang,Cafe,Apple,Entertainment & Streaming,7.3,335,48.66666666666666,55.833333333333336,52.2,Sedang,Sedang,Sedang,36,Pagi,The Passerby
Perpustakaan Nasional,Fasilitas Umum,Samsung,Entertainment & Streaming,7.7,344,51.33333333333333,57.333333333333336,54.3,Sedang,Sedang,Sedang,26,Siang,The Passerby
Plaza Indonesia,Mall,Samsung,F&B & Culinary Lifestyle,11.0,529,73.33333333333333,88.16666666666667,80.8,Tinggi,Tinggi,Tinggi,28,Siang,The Digital Star
Plaza Indonesia,Mall,Apple,Entertainment & Streaming,12.4,566,82.66666666666667,94.33333333333334,88.5,Tinggi,Tinggi,Tinggi,34,Malam,The Digital Star
Plaza Indonesia,Mall,Vivo,Travel & Leisure,2.0,556,13.333333333333334,92.66666666666666,53.0,Rendah,Tinggi,Sedang,36,Pagi,The Camper
Plaza Indonesia,Mall,Samsung,Entertainment & Streaming,0.2,221,1.3333333333333337,36.833333333333336,19.1,Rendah,Rendah,Rendah,45,Malam,The Passerby
Perpustakaan Nasional,Fasilitas Umum,Apple,E-Book & Digital Education,2.4,340,16.0,56.66666666666666,36.3,Rendah,Sedang,Rendah,40,Siang,The Passerby
Kopi Kenangan Senayan,Cafe,Xiaomi,F&B & Culinary Lifestyle,0.8,372,5.333333333333334,62.0,33.7,Rendah,Sedang,Rendah,44,Malam,The Passerby
Starbucks Kemang,Cafe,Samsung,F&B & Culinary Lifestyle,3.2,139,21.333333333333336,23.166666666666664,22.2,Rendah,Rendah,Rendah,24,Siang,The Passerby
Starbucks Kemang,Cafe,Oppo,F&B & Culinary Lifestyle,0.1,411,0.6666666666666667,68.5,34.6,Rendah,Sedang,Rendah,25,Malam,The Passerby
Kopi Kenangan Senayan,Cafe,Samsung,F&B & Culinary Lifestyle,5.7,164,38.0,27.33333333333333,32.7,Rendah,Rendah,Rendah,31,Siang,The Passerby
Kopi Kenangan Senayan,Cafe,Apple,Entertainment & Streaming,11.6,196,77.33333333333333,32.666666666666664,55.0,Tinggi,Rendah,Sedang,37,Pagi,The Impulse Clicker
Starbucks Kemang,Cafe,Vivo,F&B & Culinary Lifestyle,6.6,278,44.0,46.33333333333333,45.2,Sedang,Sedang,Sedang,46,Malam,The Passerby
Starbucks Kemang,Cafe,Apple,F&B & Culinary Lifestyle,13.4,203,89.33333333333333,33.83333333333333,61.6,Tinggi,Rendah,Sedang,32,Siang,The Impulse Clicker
Kopi Kenangan Senayan,Cafe,Oppo,E-Book & Digital Education,11.9,313,79.33333333333333,52.16666666666666,65.8,Tinggi,Sedang,Sedang,35,Malam,The Impulse Clicker
Plaza Indonesia,Mall,Vivo,Travel & Leisure,10.8,351,72.00000000000001,58.5,65.2,Tinggi,Sedang,Sedang,29,Malam,The Impulse Clicker
Kopi Kenangan Senayan,Cafe,Vivo,Travel & Leisure,7.6,461,50.66666666666666,76.83333333333333,63.7,Sedang,Tinggi,Sedang,40,Malam,The Camper
Plaza Indonesia,Mall,Apple,Entertainment & Streaming,5.8,306,38.66666666666666,51.0,44.8,Rendah,Sedang,Sedang,18,Malam,The Passerby
Perpustakaan Nasional,Fasilitas Umum,Samsung,E-Book & Digital Education,14.0,195,93.33333333333331,32.5,62.9,Tinggi,Rendah,Sedang,30,Malam,The Impulse Clicker
Perpustakaan Nasional,Fasilitas Umum,Apple,Entertainment & Streaming,14.3,134,95.33333333333334,22.33333333333333,58.8,Tinggi,Rendah,Sedang,29,Malam,The Impulse Clicker
Kopi Kenangan Senayan,Cafe,Apple,F&B & Culinary Lifestyle,13.8,467,92.0,77.83333333333333,84.9,Tinggi,Tinggi,Tinggi,38,Malam,The Digital Star
Stasiun Sudirman,Transportasi,Oppo,Entertainment & Streaming,10.5,144,70.0,24.0,47.0,Sedang,Rendah,Sedang,30,Pagi,The Passerby
Stasiun Sudirman,Transportasi,Samsung,E-Book & Digital Education,1.2,268,8.0,44.66666666666666,26.3,Rendah,Sedang,Rendah,38,Sore,The Passerby
Starbucks Kemang,Cafe,Samsung,E-Book & Digital Education,10.5,304,70.0,50.66666666666667,60.3,Sedang,Sedang,Sedang,28,Sore,The Passerby
Kopi Kenangan Senayan,Cafe,Samsung,Entertainment & Streaming,9.2,116,61.33333333333333,19.33333333333333,40.3,Sedang,Rendah,Sedang,33,Pagi,The Passerby
Plaza Indonesia,Mall,Apple,F&B & Culinary Lifestyle,0.2,200,1.3333333333333337,33.33333333333333,17.3,Rendah,Rendah,Rendah,23,Malam,The Passerby
Kopi Kenangan Senayan,Cafe,Vivo,E-Book & Digital Education,2.5,189,16.666666666666664,31.5,24.1,Rendah,Rendah,Rendah,30,Pagi,The Passerby
Plaza Indonesia,Mall,Samsung,E-Book & Digital Education,12.1,338,80.66666666666666,56.333333333333336,68.5,Tinggi,Sedang,Sedang,22,Malam,The Impulse Clicker
Stasiun Sudirman,Transportasi,Samsung,Entertainment & Streaming,6.8,428,45.33333333333333,71.33333333333334,58.3,Sedang,Tinggi,Sedang,28,Malam,The Camper
Kopi Kenangan Senayan,Cafe,Xiaomi,F&B & Culinary Lifestyle,3.8,165,25.33333333333333,27.500000000000004,26.4,Rendah,Rendah,Rendah,41,Sore,The Passerby
Stasiun Sudirman,Transportasi,Vivo,F&B & Culinary Lifestyle,0.7,72,4.666666666666666,12.0,8.3,Rendah,Rendah,Rendah,39,Malam,The Passerby
Starbucks Kemang,Cafe,Apple,F&B & Culinary Lifestyle,14.0,96,93.33333333333331,16.0,54.7,Tinggi,Rendah,Sedang,34,Malam,The Impulse Clicker
Stasiun Sudirman,Transportasi,Apple,E-Book & Digital Education,3.7,387,24.666666666666668,64.5,44.6,Rendah,Sedang,Sedang,33,Malam,The Passerby
Plaza Indonesia,Mall,Vivo,F&B & Culinary Lifestyle,2.7,588,18.000000000000004,98.0,58.0,Rendah,Tinggi,Sedang,43,Malam,The Camper
Kopi Kenangan Senayan,Cafe,Xiaomi,E-Book & Digital Education,4.9,527,32.66666666666667,87.83333333333333,60.2,Rendah,Tinggi,Sedang,32,Siang,The Camper
Kopi Kenangan Senayan,Cafe,Xiaomi,Travel & Leisure,3.6,437,24.000000000000004,72.83333333333334,48.4,Rendah,Tinggi,Sedang,28,Pagi,The Camper
Stasiun Sudirman,Transportasi,Vivo,F&B & Culinary Lifestyle,2.3,479,15.333333333333332,79.83333333333333,47.6,Rendah,Tinggi,Sedang,40,Sore,The Camper
Kopi Kenangan Senayan,Cafe,Samsung,E-Book & Digital Education,0.0,445,0.0,74.16666666666667,37.1,Rendah,Tinggi,Rendah,26,Pagi,The Camper
Plaza Indonesia,Mall,Oppo,Entertainment & Streaming,14.4,205,96.0,34.166666666666664,65.1,Tinggi,Rendah,Sedang,39,Malam,The Impulse Clicker
Plaza Indonesia,Mall,Vivo,Entertainment & Streaming,10.5,441,70.0,73.5,71.8,Sedang,Tinggi,Tinggi,39,Malam,The Camper
Perpustakaan Nasional,Fasilitas Umum,Vivo,F&B & Culinary Lifestyle,9.6,463,64.0,77.16666666666666,70.6,Sedang,Tinggi,Tinggi,43,Malam,The Camper
Kopi Kenangan Senayan,Cafe,Apple,F&B & Culinary Lifestyle,4.4,382,29.33333333333333,63.66666666666667,46.5,Rendah,Sedang,Sedang,33,Malam,The Passerby
Perpustakaan Nasional,Fasilitas Umum,Xiaomi,Entertainment & Streaming,4.1,136,27.33333333333333,22.666666666666664,25.0,Rendah,Rendah,Rendah,36,Malam,The Passerby
Starbucks Kemang,Cafe,Samsung,F&B & Culinary Lifestyle,1.6,520,10.666666666666668,86.66666666666667,48.7,Rendah,Tinggi,Sedang,28,Malam,The Camper
Perpustakaan Nasional,Fasilitas Umum,Xiaomi,F&B & Culinary Lifestyle,6.8,534,45.33333333333333,89.0,67.2,Sedang,Tinggi,Sedang,29,Pagi,The Camper
Plaza Indonesia,Mall,Xiaomi,Travel & Leisure,0.6,395,4.0,65.83333333333333,34.9,Rendah,Sedang,Rendah,21,Malam,The Passerby
Starbucks Kemang,Cafe,Oppo,Travel & Leisure,0.7,366,4.666666666666666,61.0,32.8,Rendah,Sedang,Rendah,35,Malam,The Passerby
Plaza Indonesia,Mall,Oppo,Travel & Leisure,11.2,315,74.66666666666666,52.5,63.6,Tinggi,Sedang,Sedang,19,Pagi,The Impulse Clicker
Kopi Kenangan Senayan,Cafe,Apple,F&B & Culinary Lifestyle,0.2,287,1.3333333333333337,47.833333333333336,24.6,Rendah,Sedang,Rendah,21,Siang,The Passerby
Starbucks Kemang,Cafe,Samsung,Travel & Leisure,8.8,136,58.66666666666666,22.666666666666664,40.7,Sedang,Rendah,Sedang,35,Pagi,The Passerby
Kopi Kenangan Senayan,Cafe,Oppo,F&B & Culinary Lifestyle,1.4,399,9.333333333333332,66.5,37.9,Rendah,Sedang,Rendah,26,Malam,The Passerby
Kopi Kenangan Senayan,Cafe,Vivo,Entertainment & Streaming,12.3,464,82.0,77.33333333333333,79.7,Tinggi,Tinggi,Tinggi,41,Malam,The Digital Star
Perpustakaan Nasional,Fasilitas Umum,Apple,E-Book & Digital Education,3.2,251,21.333333333333336,41.833333333333336,31.6,Rendah,Sedang,Rendah,33,Malam,The Passerby
Plaza Indonesia,Mall,Samsung,Travel & Leisure,9.3,311,62.0,51.83333333333333,56.9,Sedang,Sedang,Sedang,42,Pagi,The Passerby
Plaza Indonesia,Mall,Oppo,F&B & Culinary Lifestyle,1.3,452,8.666666666666668,75.33333333333333,42.0,Rendah,Tinggi,Sedang,29,Sore,The Camper
Starbucks Kemang,Cafe,Vivo,F&B & Culinary Lifestyle,9.5,79,63.33333333333333,13.166666666666666,38.2,Sedang,Rendah,Rendah,18,Siang,The Passerby
Perpustakaan Nasional,Fasilitas Umum,Oppo,E-Book & Digital Education,13.7,574,91.33333333333331,95.66666666666669,93.5,Tinggi,Tinggi,Tinggi,29,Malam,The Digital Star
Plaza Indonesia,Mall,Xiaomi,Travel & Leisure,3.3,347,22.0,57.833333333333336,39.9,Rendah,Sedang,Rendah,46,Siang,The Passerby
Kopi Kenangan Senayan,Cafe,Vivo,F&B & Culinary Lifestyle,14.6,162,97.33333333333331,27.0,62.2,Tinggi,Rendah,Sedang,22,Sore,The Impulse Clicker
Starbucks Kemang,Cafe,Samsung,F&B & Culinary Lifestyle,8.6,457,57.333333333333336,76.16666666666667,66.8,Sedang,Tinggi,Sedang,29,Malam,The Camper
Plaza Indonesia,Mall,Xiaomi,E-Book & Digital Education,13.7,88,91.33333333333331,14.666666666666666,53.0,Tinggi,Rendah,Sedang,28,Pagi,The Impulse Clicker
Plaza Indonesia,Mall,Apple,Entertainment & Streaming,8.1,239,53.99999999999999,39.83333333333333,46.9,Sedang,Rendah,Sedang,28,Malam,The Passerby
Perpustakaan Nasional,Fasilitas Umum,Vivo,F&B & Culinary Lifestyle,0.3,549,2.0,91.5,46.8,Rendah,Tinggi,Sedang,39,Malam,The Camper
Kopi Kenangan Senayan,Cafe,Apple,E-Book & Digital Education,10.8,391,72.00000000000001,65.16666666666666,68.6,Tinggi,Sedang,Sedang,40,Pagi,The Impulse Clicker
Kopi Kenangan Senayan,Cafe,Apple,F&B & Culinary Lifestyle,12.7,433,84.66666666666666,72.16666666666667,78.4,Tinggi,Tinggi,Tinggi,24,Malam,The Digital Star
Kopi Kenangan Senayan,Cafe,Vivo,F&B & Culinary Lifestyle,5.0,390,33.33333333333333,65.0,49.2,Rendah,Sedang,Sedang,34,Pagi,The Passerby
Starbucks Kemang,Cafe,Oppo,E-Book & Digital Education,2.6,425,17.333333333333336,70.83333333333334,44.1,Rendah,Tinggi,Sedang,21,Pagi,The Camper
Starbucks Kemang,Cafe,Oppo,E-Book & Digital Education,11.0,361,73.33333333333333,60.16666666666667,66.8,Tinggi,Sedang,Sedang,41,Malam,The Impulse Clicker
Starbucks Kemang,Cafe,Vivo,Entertainment & Streaming,12.8,93,85.33333333333334,15.5,50.4,Tinggi,Rendah,Sedang,24,Pagi,The Impulse Clicker
Starbucks Kemang,Cafe,Vivo,F&B & Culinary Lifestyle,9.6,166,64.0,27.666666666666668,45.8,Sedang,Rendah,Sedang,21,Malam,The Passerby
Perpustakaan Nasional,Fasilitas Umum,Apple,E-Book & Digital Education,14.7,231,98.0,38.5,68.2,Tinggi,Rendah,Sedang,44,Malam,The Impulse Clicker
Kopi Kenangan Senayan,Cafe,Xiaomi,Entertainment & Streaming,0.2,274,1.3333333333333337,45.66666666666666,23.5,Rendah,Sedang,Rendah,23,Malam,The Passerby
Starbucks Kemang,Cafe,Samsung,F&B & Culinary Lifestyle,0.7,508,4.666666666666666,84.66666666666667,44.7,Rendah,Tinggi,Sedang,38,Malam,The Camper
Perpustakaan Nasional,Fasilitas Umum,Oppo,E-Book & Digital Education,8.2,163,54.66666666666666,27.166666666666668,40.9,Sedang,Rendah,Sedang,31,Pagi,The Passerby
Perpustakaan Nasional,Fasilitas Umum,Apple,F&B & Culinary Lifestyle,6.8,94,45.33333333333333,15.666666666666668,30.5,Sedang,Rendah,Rendah,25,Malam,The Passerby
Plaza Indonesia,Mall,Samsung,E-Book & Digital Education,2.6,444,17.333333333333336,74.0,45.7,Rendah,Tinggi,Sedang,43,Malam,The Camper
Starbucks Kemang,Cafe,Samsung,E-Book & Digital Education,8.9,554,59.333333333333336,92.33333333333331,75.8,Sedang,Tinggi,Tinggi,18,Malam,The Camper
Kopi Kenangan Senayan,Cafe,Oppo,F&B & Culinary Lifestyle,0.8,399,5.333333333333334,66.5,35.9,Rendah,Sedang,Rendah,27,Siang,The Passerby
Starbucks Kemang,Cafe,Vivo,E-Book & Digital Education,9.9,364,66.0,60.66666666666667,63.3,Sedang,Sedang,Sedang,29,Pagi,The Passerby
Starbucks Kemang,Cafe,Vivo,Entertainment & Streaming,2.3,429,15.333333333333332,71.5,43.4,Rendah,Tinggi,Sedang,28,Malam,The Camper
Kopi Kenangan Senayan,Cafe,Vivo,Entertainment & Streaming,3.0,86,20.0,14.333333333333334,17.2,Rendah,Rendah,Rendah,20,Siang,The Passerby
Starbucks Kemang,Cafe,Oppo,F&B & Culinary Lifestyle,4.6,467,30.666666666666664,77.83333333333333,54.2,Rendah,Tinggi,Sedang,44,Pagi,The Camper
Perpustakaan Nasional,Fasilitas Umum,Samsung,Travel & Leisure,5.8,439,38.66666666666666,73.16666666666667,55.9,Rendah,Tinggi,Sedang,38,Sore,The Camper
Perpustakaan Nasional,Fasilitas Umum,Xiaomi,Entertainment & Streaming,7.0,291,46.66666666666666,48.5,47.6,Sedang,Sedang,Sedang,45,Pagi,The Passerby
Plaza Indonesia,Mall,Samsung,F&B & Culinary Lifestyle,10.0,483,66.66666666666666,80.5,73.6,Sedang,Tinggi,Tinggi,22,Malam,The Camper
Stasiun Sudirman,Transportasi,Oppo,Travel & Leisure,6.3,546,42.0,91.0,66.5,Sedang,Tinggi,Sedang,20,Pagi,The Camper
Stasiun Sudirman,Transportasi,Oppo,F&B & Culinary Lifestyle,7.5,589,50.0,98.16666666666669,74.1,Sedang,Tinggi,Tinggi,44,Pagi,The Camper
Stasiun Sudirman,Transportasi,Oppo,F&B & Culinary Lifestyle,14.2,231,94.66666666666669,38.5,66.6,Tinggi,Rendah,Sedang,43,Malam,The Impulse Clicker
Starbucks Kemang,Cafe,Samsung,Entertainment & Streaming,3.0,211,20.0,35.16666666666667,27.6,Rendah,Rendah,Rendah,33,Pagi,The Passerby
Stasiun Sudirman,Transportasi,Samsung,F&B & Culinary Lifestyle,5.8,466,38.66666666666666,77.66666666666666,58.2,Rendah,Tinggi,Sedang,23,Pagi,The Camper
Stasiun Sudirman,Transportasi,Oppo,F&B & Culinary Lifestyle,11.8,595,78.66666666666667,99.16666666666669,88.9,Tinggi,Tinggi,Tinggi,30,Pagi,The Digital Star
Perpustakaan Nasional,Fasilitas Umum,Vivo,Travel & Leisure,8.7,162,57.99999999999999,27.0,42.5,Sedang,Rendah,Sedang,42,Malam,The Passerby
Kopi Kenangan Senayan,Cafe,Xiaomi,Travel & Leisure,13.2,480,88.0,80.0,84.0,Tinggi,Tinggi,Tinggi,21,Malam,The Digital Star
Plaza Indonesia,Mall,Vivo,Entertainment & Streaming,0.6,342,4.0,56.99999999999999,30.5,Rendah,Sedang,Rendah,28,Siang,The Passerby
Perpustakaan Nasional,Fasilitas Umum,Oppo,F&B & Culinary Lifestyle,5.9,399,39.333333333333336,66.5,52.9,Rendah,Sedang,Sedang,25,Malam,The Passerby
